time,lat,lon,hMSL,velN,velE,velD,hAcc,vAcc,sAcc,heading,cAcc,gpsFix,numSV
,(deg),(deg),(m),(m/s),(m/s),(m/s),(m),(m),(m/s),(deg),(deg),,
2019-07-17T16:01:04.400Z,40.5723287,-111.7257981,2208.690,-6.26,6.68,8.26,1.192,1.540,0.30,133.14098,0.02433,,14
2019-07-17T16:01:04.600Z,40.5723160,-111.7257833,2207.121,-7.32,5.98,8.14,1.179,1.530,0.32,140.75324,0.02565,,14
2019-07-17T16:01:04.800Z,40.5723019,-111.7257701,2205.554,-8.27,5.17,8.63,1.174,1.526,0.35,147.98839,0.02688,,14
2019-07-17T16:01:05.000Z,40.5722860,-111.7257581,2203.967,-9.42,5.08,8.05,1.172,1.526,0.41,151.66299,0.03062,,14
2019-07-17T16:01:05.200Z,40.5722685,-111.7257471,2202.463,-10.22,4.75,7.49,1.170,1.528,0.42,155.07218,0.03104,,14
2019-07-17T16:01:05.400Z,40.5722499,-111.7257368,2200.953,-10.63,4.23,7.04,1.171,1.536,0.45,158.30089,0.03350,,14
2019-07-17T16:01:05.600Z,40.5722305,-111.7257278,2199.599,-10.88,3.55,6.33,1.172,1.543,0.38,161.92918,0.02906,,14
2019-07-17T16:01:05.800Z,40.5722111,-111.7257207,2198.417,-10.64,2.62,5.60,1.166,1.543,0.36,166.16666,0.02925,,14
2019-07-17T16:01:06.000Z,40.5721921,-111.7257162,2197.455,-9.88,1.98,5.03,1.154,1.542,0.32,168.66776,0.02841,,14
2019-07-17T16:01:06.200Z,40.5721724,-111.7257119,2196.189,-10.61,-0.02,4.32,1.137,1.532,0.23,180.10800,0.02008,,14
2019-07-17T16:01:06.400Z,40.5721518,-111.7257117,2195.118,-11.99,-0.39,4.87,1.121,1.517,0.23,181.86301,0.01776,,13
2019-07-17T16:01:06.600Z,40.5721301,-111.7257121,2194.297,-11.84,0.11,3.83,1.106,1.496,0.23,179.46771,0.01848,,14
2019-07-17T16:01:06.800Z,40.5721088,-111.7257117,2193.715,-11.62,0.68,3.32,1.092,1.471,0.21,176.65088,0.01735,,14
2019-07-17T16:01:07.000Z,40.5720887,-111.7257108,2193.159,-10.46,0.30,3.01,1.078,1.446,0.18,178.35717,0.01653,,14
2019-07-17T16:01:07.200Z,40.5720699,-111.7257113,2192.504,-9.87,-0.30,2.95,1.062,1.418,0.17,181.74098,0.01650,,14
2019-07-17T16:01:07.400Z,40.5720517,-111.7257128,2191.768,-9.70,-0.81,2.84,1.046,1.392,0.16,184.77342,0.01578,,14
2019-07-17T16:01:07.600Z,40.5720348,-111.7257145,2190.971,-9.53,-0.80,2.96,1.030,1.366,0.16,184.79847,0.01598,,14
2019-07-17T16:01:07.800Z,40.5720170,-111.7257168,2190.385,-9.79,-0.93,2.99,1.013,1.339,0.17,185.42652,0.01654,,14
2019-07-17T16:01:08.000Z,40.5719991,-111.7257187,2189.783,-9.42,-1.06,3.10,0.995,1.317,0.19,186.42029,0.01905,,14
2019-07-17T16:01:08.200Z,40.5719829,-111.7257206,2189.102,-9.13,-0.37,3.01,0.978,1.293,0.18,182.32068,0.01871,,14
2019-07-17T16:01:08.400Z,40.5719671,-111.7257203,2188.439,-8.98,0.09,3.09,0.963,1.270,0.18,179.42579,0.01895,,14
2019-07-17T16:01:08.600Z,40.5719511,-111.7257201,2187.746,-8.88,0.13,3.25,0.949,1.249,0.19,179.16127,0.02009,,14
2019-07-17T16:01:08.800Z,40.5719352,-111.7257189,2187.015,-9.07,0.48,3.40,0.937,1.233,0.19,176.97063,0.01959,,14
2019-07-17T16:01:09.000Z,40.5719193,-111.7257175,2186.201,-9.00,0.61,3.65,0.927,1.221,0.19,176.12255,0.01952,,14
2019-07-17T16:01:09.200Z,40.5719031,-111.7257164,2185.455,-8.78,0.39,3.71,0.914,1.208,0.17,177.45664,0.01782,,14
2019-07-17T16:01:09.400Z,40.5718874,-111.7257151,2184.776,-8.73,0.54,3.90,0.901,1.195,0.17,176.46044,0.01775,,14
2019-07-17T16:01:09.600Z,40.5718714,-111.7257135,2183.930,-8.90,0.80,4.10,0.890,1.182,0.18,174.86362,0.01831,,14
2019-07-17T16:01:09.800Z,40.5718556,-111.7257114,2183.057,-8.92,1.10,4.16,0.879,1.168,0.18,172.96987,0.01818,,14
2019-07-17T16:01:10.000Z,40.5718396,-111.7257090,2182.271,-8.94,0.87,4.22,0.871,1.156,0.18,174.44174,0.01814,,14
2019-07-17T16:01:10.200Z,40.5718234,-111.7257070,2181.405,-9.15,0.81,4.36,0.861,1.143,0.18,174.94110,0.01770,,14
2019-07-17T16:01:10.400Z,40.5718071,-111.7257052,2180.518,-9.18,0.69,4.44,0.853,1.132,0.19,175.70154,0.01859,,14
2019-07-17T16:01:10.600Z,40.5717908,-111.7257036,2179.614,-8.99,0.49,4.28,0.846,1.127,0.19,176.88018,0.01906,,14
2019-07-17T16:01:10.800Z,40.5717745,-111.7257015,2178.722,-9.31,1.02,4.26,0.839,1.124,0.17,173.74763,0.01652,,14
2019-07-17T16:01:11.000Z,40.5717576,-111.7256989,2177.834,-9.48,0.99,4.18,0.832,1.122,0.17,174.03819,0.01633,,14
2019-07-17T16:01:11.200Z,40.5717408,-111.7256964,2176.967,-9.57,1.08,4.23,0.827,1.119,0.18,173.56126,0.01711,,14
2019-07-17T16:01:11.400Z,40.5717241,-111.7256936,2176.159,-9.41,1.34,4.07,0.822,1.116,0.18,171.89547,0.01741,,14
2019-07-17T16:01:11.600Z,40.5717075,-111.7256901,2175.312,-9.28,1.37,4.07,0.816,1.112,0.18,171.60212,0.01760,,14
2019-07-17T16:01:11.800Z,40.5716909,-111.7256865,2174.482,-9.32,1.60,3.88,0.812,1.107,0.20,170.25877,0.01957,,14
2019-07-17T16:01:12.000Z,40.5716742,-111.7256826,2173.664,-9.35,1.44,3.93,0.807,1.102,0.19,171.24463,0.01855,,14
2019-07-17T16:01:12.200Z,40.5716573,-111.7256785,2172.889,-9.50,1.98,3.82,0.803,1.100,0.20,168.22689,0.01918,,14
2019-07-17T16:01:12.400Z,40.5716406,-111.7256742,2172.063,-9.11,1.76,3.83,0.800,1.095,0.19,169.06549,0.01893,,14
2019-07-17T16:01:12.600Z,40.5716238,-111.7256709,2171.233,-9.52,1.31,3.93,0.797,1.090,0.20,172.16502,0.01926,,14
2019-07-17T16:01:12.800Z,40.5716067,-111.7256678,2170.414,-9.41,1.51,3.86,0.795,1.085,0.20,170.88360,0.01945,,14
2019-07-17T16:01:13.000Z,40.5715900,-111.7256642,2169.597,-9.12,1.69,3.73,0.793,1.079,0.21,169.50177,0.02101,,14
2019-07-17T16:01:13.200Z,40.5715735,-111.7256605,2168.883,-9.14,1.62,3.54,0.789,1.071,0.19,169.94911,0.01913,,14
2019-07-17T16:01:13.400Z,40.5715570,-111.7256573,2168.210,-8.98,1.22,3.45,0.785,1.065,0.19,172.26331,0.01959,,14
2019-07-17T16:01:13.600Z,40.5715416,-111.7256540,2167.516,-8.14,1.48,3.17,0.781,1.062,0.21,169.69515,0.02370,,14
2019-07-17T16:01:13.800Z,40.5715268,-111.7256503,2166.782,-8.23,1.68,3.87,0.780,1.059,0.24,168.46265,0.02595,,14
2019-07-17T16:01:14.000Z,40.5715112,-111.7256466,2165.976,-8.96,1.45,3.85,0.780,1.055,0.29,170.80750,0.02941,,13
2019-07-17T16:01:14.200Z,40.5714951,-111.7256433,2165.178,-8.81,1.35,3.95,0.781,1.051,0.31,171.28805,0.03180,,12
2019-07-17T16:01:14.400Z,40.5714793,-111.7256400,2164.410,-8.58,1.45,3.57,0.784,1.049,0.30,170.40778,0.03190,,12
2019-07-17T16:01:14.600Z,40.5714635,-111.7256367,2163.693,-8.90,1.47,3.59,0.787,1.046,0.30,170.62121,0.03090,,12
2019-07-17T16:01:14.800Z,40.5714472,-111.7256327,2162.955,-9.07,1.90,3.58,0.790,1.042,0.29,168.16866,0.02919,,12
2019-07-17T16:01:15.000Z,40.5714312,-111.7256290,2162.140,-8.77,1.41,4.74,0.794,1.044,0.31,170.86641,0.03079,,12
2019-07-17T16:01:15.200Z,40.5714153,-111.7256255,2161.325,-8.81,1.57,3.65,0.807,1.056,0.61,169.89559,0.06312,,11
2019-07-17T16:01:15.400Z,40.5713996,-111.7256222,2160.602,-8.84,1.37,3.60,0.833,1.072,0.61,171.19053,0.06326,,13
2019-07-17T16:01:15.600Z,40.5713836,-111.7256190,2159.926,-9.02,1.51,3.09,0.860,1.092,0.51,170.49648,0.05283,,13
2019-07-17T16:01:15.800Z,40.5713665,-111.7256162,2159.441,-9.93,1.07,2.73,0.876,1.101,0.34,173.84986,0.03284,,11
2019-07-17T16:01:16.000Z,40.5713489,-111.7256121,2158.654,-9.50,2.03,3.92,0.880,1.102,0.33,167.93820,0.03150,,13
2019-07-17T16:01:16.200Z,40.5713316,-111.7256077,2157.769,-9.64,1.76,4.02,0.880,1.095,0.26,169.65332,0.02455,,14
2019-07-17T16:01:16.400Z,40.5713143,-111.7256034,2156.887,-9.79,1.82,4.17,0.876,1.089,0.23,169.46871,0.02130,,14
2019-07-17T16:01:16.600Z,40.5712972,-111.7255994,2156.027,-9.28,1.76,3.85,0.872,1.082,0.20,169.26110,0.01961,,14
2019-07-17T16:01:16.800Z,40.5712808,-111.7255951,2155.351,-9.23,1.97,3.63,0.867,1.076,0.22,167.95188,0.02176,,14
2019-07-17T16:01:17.000Z,40.5712646,-111.7255902,2154.532,-8.92,2.09,3.55,0.864,1.071,0.20,166.81319,0.02036,,14
2019-07-17T16:01:17.200Z,40.5712488,-111.7255852,2153.842,-8.91,2.09,3.38,0.860,1.066,0.20,166.79891,0.02050,,14
2019-07-17T16:01:17.400Z,40.5712329,-111.7255798,2153.116,-8.81,2.33,3.40,0.857,1.062,0.18,165.18603,0.01851,,14
2019-07-17T16:01:17.600Z,40.5712174,-111.7255739,2152.484,-8.48,2.80,3.20,0.849,1.056,0.17,161.72736,0.01792,,14
2019-07-17T16:01:17.800Z,40.5712025,-111.7255668,2151.777,-8.14,3.13,3.18,0.841,1.049,0.17,158.96721,0.01831,,14
2019-07-17T16:01:18.000Z,40.5711881,-111.7255592,2151.186,-7.91,3.52,2.97,0.834,1.045,0.17,156.01063,0.01857,,14
2019-07-17T16:01:18.200Z,40.5711746,-111.7255501,2150.527,-7.53,4.26,3.43,0.828,1.040,0.17,150.50155,0.01827,,14
2019-07-17T16:01:18.400Z,40.5711609,-111.7255397,2149.886,-7.34,4.75,3.61,0.821,1.036,0.17,147.09152,0.01797,,14
2019-07-17T16:01:18.600Z,40.5711484,-111.7255275,2149.181,-6.84,5.54,4.05,0.819,1.032,0.19,140.99455,0.01961,,14
2019-07-17T16:01:18.800Z,40.5711366,-111.7255139,2148.352,-6.39,6.29,4.41,0.817,1.030,0.20,135.45185,0.02002,,14
2019-07-17T16:01:19.000Z,40.5711257,-111.7254984,2147.404,-6.20,7.05,4.75,0.815,1.029,0.21,131.32945,0.01996,,14
2019-07-17T16:01:19.200Z,40.5711152,-111.7254809,2146.388,-5.71,7.72,5.18,0.813,1.028,0.21,126.48801,0.01925,,14
2019-07-17T16:01:19.400Z,40.5711054,-111.7254614,2145.270,-5.31,8.46,5.64,0.812,1.026,0.22,122.11483,0.01918,,14
2019-07-17T16:01:19.600Z,40.5710964,-111.7254408,2144.181,-4.93,9.11,6.07,0.810,1.025,0.22,118.42064,0.01832,,14
2019-07-17T16:01:19.800Z,40.5710882,-111.7254185,2142.975,-4.55,9.62,6.12,0.806,1.024,0.22,115.31288,0.01792,,14
2019-07-17T16:01:20.000Z,40.5710810,-111.7253954,2141.795,-4.10,10.17,6.16,0.802,1.023,0.22,111.95666,0.01749,,14
2019-07-17T16:01:20.200Z,40.5710741,-111.7253709,2140.614,-3.67,10.61,5.90,0.799,1.024,0.23,109.08051,0.01813,,14
2019-07-17T16:01:20.400Z,40.5710681,-111.7253452,2139.445,-3.39,11.04,5.72,0.798,1.028,0.24,107.06990,0.01862,,14
2019-07-17T16:01:20.600Z,40.5710625,-111.7253181,2138.295,-2.83,11.81,5.58,0.797,1.032,0.25,103.47555,0.01871,,14
2019-07-17T16:01:20.800Z,40.5710576,-111.7252902,2137.223,-2.58,11.87,5.30,0.795,1.037,0.24,102.26277,0.01811,,14
2019-07-17T16:01:21.000Z,40.5710533,-111.7252619,2136.194,-2.00,12.09,4.94,0.793,1.042,0.24,99.39314,0.01816,,14
2019-07-17T16:01:21.200Z,40.5710501,-111.7252332,2135.222,-1.42,12.11,4.52,0.791,1.046,0.23,96.68787,0.01769,,14
2019-07-17T16:01:21.400Z,40.5710483,-111.7252047,2134.358,-0.55,12.10,4.23,0.789,1.050,0.23,92.60256,0.01793,,14
2019-07-17T16:01:21.600Z,40.5710480,-111.7251761,2133.494,0.30,12.12,4.34,0.784,1.049,0.23,88.58208,0.01786,,14
2019-07-17T16:01:21.800Z,40.5710491,-111.7251477,2132.654,1.08,11.99,4.27,0.777,1.045,0.21,84.85297,0.01644,,14
2019-07-17T16:01:22.000Z,40.5710517,-111.7251195,2131.803,1.94,11.89,4.52,0.769,1.038,0.20,80.73315,0.01554,,14
2019-07-17T16:01:22.200Z,40.5710558,-111.7250919,2130.906,2.97,11.50,4.75,0.761,1.032,0.20,75.51916,0.01563,,14
2019-07-17T16:01:22.400Z,40.5710615,-111.7250648,2129.938,3.67,11.26,5.00,0.754,1.028,0.20,71.94753,0.01556,,14
2019-07-17T16:01:22.600Z,40.5710689,-111.7250386,2128.928,4.69,10.73,5.15,0.748,1.024,0.20,66.39023,0.01563,,14
2019-07-17T16:01:22.800Z,40.5710778,-111.7250137,2127.869,5.59,10.34,5.51,0.742,1.019,0.21,61.60350,0.01618,,14
2019-07-17T16:01:23.000Z,40.5710884,-111.7249898,2126.763,6.36,9.85,5.64,0.737,1.016,0.21,57.15026,0.01614,,14
2019-07-17T16:01:23.200Z,40.5711005,-111.7249668,2125.612,7.15,9.42,5.70,0.732,1.010,0.20,52.80065,0.01523,,14
2019-07-17T16:01:23.400Z,40.5711140,-111.7249450,2124.476,8.03,8.87,5.64,0.727,1.004,0.20,47.84550,0.01512,,14
2019-07-17T16:01:23.600Z,40.5711292,-111.7249246,2123.348,8.80,8.23,5.51,0.723,1.000,0.21,43.08301,0.01585,,14
2019-07-17T16:01:23.800Z,40.5711455,-111.7249054,2122.241,9.21,7.80,5.26,0.721,0.998,0.21,40.26145,0.01595,,14
2019-07-17T16:01:24.000Z,40.5711627,-111.7248875,2121.202,9.71,7.11,4.88,0.719,0.996,0.21,36.21289,0.01617,,14
2019-07-17T16:01:24.200Z,40.5711805,-111.7248712,2120.256,10.00,6.42,4.58,0.717,0.994,0.21,32.70046,0.01649,,14
2019-07-17T16:01:24.400Z,40.5711988,-111.7248567,2119.384,10.19,5.69,4.22,0.715,0.992,0.21,29.17858,0.01692,,14
2019-07-17T16:01:24.600Z,40.5712174,-111.7248437,2118.545,10.41,5.17,4.18,0.715,0.991,0.21,26.41073,0.01700,,14
2019-07-17T16:01:24.800Z,40.5712362,-111.7248320,2117.710,10.49,4.63,4.19,0.715,0.991,0.21,23.81536,0.01720,,14
2019-07-17T16:01:25.000Z,40.5712551,-111.7248216,2116.843,10.45,4.08,4.17,0.715,0.992,0.21,21.32720,0.01755,,14
2019-07-17T16:01:25.200Z,40.5712741,-111.7248121,2115.968,10.65,3.71,4.14,0.713,0.990,0.20,19.20613,0.01665,,14
2019-07-17T16:01:25.400Z,40.5712931,-111.7248037,2115.175,10.51,3.13,4.06,0.710,0.986,0.19,16.58414,0.01625,,14
2019-07-17T16:01:25.600Z,40.5713121,-111.7247965,2114.366,10.47,2.73,3.88,0.708,0.984,0.20,14.61419,0.01740,,14
2019-07-17T16:01:25.800Z,40.5713307,-111.7247904,2113.602,10.25,2.15,3.63,0.706,0.981,0.19,11.84639,0.01714,,14
2019-07-17T16:01:26.000Z,40.5713491,-111.7247853,2112.888,10.26,1.93,3.45,0.704,0.979,0.17,10.65337,0.01546,,14
2019-07-17T16:01:26.200Z,40.5713672,-111.7247803,2112.256,9.88,2.33,2.79,0.708,0.986,0.34,13.26961,0.03230,,14
2019-07-17T16:01:26.400Z,40.5713847,-111.7247746,2111.695,9.50,2.47,2.68,0.718,0.996,0.39,14.57422,0.03833,,14
2019-07-17T16:01:26.600Z,40.5714016,-111.7247681,2111.164,9.37,2.88,2.67,0.722,0.994,0.20,17.08554,0.01969,,14
2019-07-17T16:01:26.800Z,40.5714181,-111.7247603,2110.509,8.98,3.45,2.84,0.720,0.992,0.21,21.01613,0.02094,,13
2019-07-17T16:01:27.000Z,40.5714336,-111.7247513,2109.877,8.41,4.19,3.25,0.720,0.993,0.22,26.48324,0.02213,,13
2019-07-17T16:01:27.200Z,40.5714482,-111.7247400,2109.142,7.97,5.29,3.45,0.721,0.996,0.23,33.57378,0.02262,,13
2019-07-17T16:01:27.400Z,40.5714620,-111.7247265,2108.411,7.69,6.21,4.18,0.722,1.001,0.25,38.92234,0.02330,,14
2019-07-17T16:01:27.600Z,40.5714751,-111.7247115,2107.530,7.16,6.41,4.57,0.725,1.009,0.25,41.83654,0.02349,,14
2019-07-17T16:01:27.800Z,40.5714877,-111.7246950,2106.581,6.86,7.53,4.87,0.730,1.019,0.27,47.66577,0.02391,,14
2019-07-17T16:01:28.000Z,40.5714994,-111.7246764,2105.570,6.39,8.22,5.24,0.735,1.029,0.28,52.13950,0.02402,,13
2019-07-17T16:01:28.200Z,40.5715102,-111.7246560,2104.467,5.76,8.93,5.47,0.739,1.040,0.29,57.17730,0.02426,,13
2019-07-17T16:01:28.400Z,40.5715199,-111.7246343,2103.419,5.23,9.52,5.17,0.743,1.055,0.29,61.21694,0.02411,,13
2019-07-17T16:01:28.600Z,40.5715290,-111.7246112,2102.432,5.05,9.97,4.63,0.747,1.071,0.30,63.13689,0.02480,,13
2019-07-17T16:01:28.800Z,40.5715376,-111.7245878,2101.627,4.91,10.03,4.10,0.751,1.084,0.28,63.91680,0.02354,,12
2019-07-17T16:01:29.000Z,40.5715463,-111.7245642,2100.853,4.96,9.87,3.78,0.752,1.095,0.27,63.31897,0.02313,,12
2019-07-17T16:01:29.200Z,40.5715552,-111.7245413,2100.168,5.17,9.49,3.41,0.751,1.100,0.23,61.41916,0.02030,,13
2019-07-17T16:01:29.400Z,40.5715644,-111.7245194,2099.464,5.48,8.96,3.50,0.748,1.101,0.22,58.54975,0.01987,,13
2019-07-17T16:01:29.600Z,40.5715745,-111.7244983,2098.614,5.96,8.35,3.64,0.743,1.100,0.20,54.48180,0.01837,,13
2019-07-17T16:01:29.800Z,40.5715858,-111.7244786,2097.694,6.57,7.60,4.20,0.739,1.097,0.22,49.15745,0.02020,,13
2019-07-17T16:01:30.000Z,40.5715981,-111.7244608,2096.666,6.95,6.99,4.93,0.735,1.093,0.20,45.16441,0.01815,,13
2019-07-17T16:01:30.200Z,40.5716108,-111.7244450,2095.571,7.42,6.19,5.55,0.730,1.087,0.20,39.83594,0.01795,,13
2019-07-17T16:01:30.400Z,40.5716244,-111.7244310,2094.318,7.85,5.33,6.23,0.725,1.080,0.20,34.17576,0.01762,,13
2019-07-17T16:01:30.600Z,40.5716391,-111.7244195,2092.988,8.40,4.27,6.68,0.721,1.074,0.20,26.94575,0.01732,,13
2019-07-17T16:01:30.800Z,40.5716545,-111.7244097,2091.474,8.71,3.19,7.15,0.717,1.068,0.21,20.11504,0.01793,,13
2019-07-17T16:01:31.000Z,40.5716708,-111.7244033,2089.989,9.27,2.00,7.50,0.714,1.064,0.21,12.17493,0.01737,,13
2019-07-17T16:01:31.200Z,40.5716880,-111.7244004,2088.591,9.38,0.89,7.64,0.710,1.061,0.21,5.42015,0.01731,,13
2019-07-17T16:01:31.400Z,40.5717051,-111.7244002,2087.138,9.43,-0.35,7.71,0.708,1.057,0.21,357.87441,0.01723,,13
2019-07-17T16:01:31.600Z,40.5717220,-111.7244024,2085.595,9.25,-1.51,7.71,0.705,1.054,0.22,350.72863,0.01813,,13
2019-07-17T16:01:31.800Z,40.5717388,-111.7244067,2083.963,9.24,-2.36,7.87,0.703,1.050,0.23,345.67233,0.01860,,13
2019-07-17T16:01:32.000Z,40.5717553,-111.7244132,2082.333,9.10,-3.36,7.69,0.702,1.046,0.22,339.73430,0.01777,,13
2019-07-17T16:01:32.200Z,40.5717719,-111.7244221,2080.813,9.06,-4.38,7.33,0.700,1.042,0.22,334.19885,0.01767,,13
2019-07-17T16:01:32.400Z,40.5717882,-111.7244331,2079.424,8.95,-5.00,6.90,0.698,1.040,0.21,330.80969,0.01699,,13
2019-07-17T16:01:32.600Z,40.5718043,-111.7244458,2078.139,8.72,-5.65,6.45,0.696,1.038,0.21,327.05935,0.01717,,13
2019-07-17T16:01:32.800Z,40.5718199,-111.7244598,2076.921,8.35,-6.15,5.86,0.694,1.037,0.22,323.62735,0.01847,,13
2019-07-17T16:01:33.000Z,40.5718349,-111.7244750,2075.799,8.15,-6.57,5.60,0.694,1.038,0.23,321.12650,0.01937,,13
2019-07-17T16:01:33.200Z,40.5718495,-111.7244908,2074.736,7.84,-7.00,5.21,0.694,1.039,0.23,318.23970,0.01961,,13
2019-07-17T16:01:33.400Z,40.5718634,-111.7245078,2073.793,7.48,-7.41,4.81,0.694,1.040,0.23,315.26935,0.01987,,13
2019-07-17T16:01:33.600Z,40.5718766,-111.7245253,2072.866,7.12,-7.38,4.56,0.695,1.042,0.24,313.97274,0.02138,,13
2019-07-17T16:01:33.800Z,40.5718892,-111.7245428,2071.974,6.82,-7.56,4.21,0.695,1.044,0.23,312.05414,0.02088,,13
2019-07-17T16:01:34.000Z,40.5719014,-111.7245604,2071.111,6.60,-7.46,4.09,0.695,1.046,0.23,311.49978,0.02136,,13
2019-07-17T16:01:34.200Z,40.5719132,-111.7245779,2070.289,6.45,-7.43,4.07,0.696,1.048,0.23,310.96132,0.02160,,13
2019-07-17T16:01:34.400Z,40.5719249,-111.7245954,2069.489,6.35,-7.45,3.95,0.696,1.051,0.23,310.44258,0.02179,,13
2019-07-17T16:01:34.600Z,40.5719364,-111.7246128,2068.725,6.27,-7.31,3.79,0.697,1.054,0.24,310.62065,0.02319,,13
2019-07-17T16:01:34.800Z,40.5719477,-111.7246302,2068.041,6.17,-7.21,3.80,0.697,1.057,0.24,310.55545,0.02348,,13
2019-07-17T16:01:35.000Z,40.5719590,-111.7246470,2067.286,6.21,-7.03,3.87,0.697,1.058,0.23,311.45600,0.02267,,13
2019-07-17T16:01:35.200Z,40.5719703,-111.7246632,2066.546,6.21,-6.73,3.76,0.697,1.059,0.22,312.69878,0.02222,,13
2019-07-17T16:01:35.400Z,40.5719815,-111.7246790,2065.826,6.16,-6.70,3.55,0.696,1.061,0.23,312.59552,0.02354,,13
2019-07-17T16:01:35.600Z,40.5719927,-111.7246945,2065.111,6.12,-6.52,3.32,0.695,1.063,0.23,313.18745,0.02411,,13
2019-07-17T16:01:35.800Z,40.5720038,-111.7247095,2064.402,6.11,-6.38,3.04,0.695,1.063,0.22,313.76161,0.02355,,13
2019-07-17T16:01:36.000Z,40.5720147,-111.7247243,2063.776,5.82,-6.38,2.79,0.693,1.061,0.21,312.37187,0.02314,,13
2019-07-17T16:01:36.200Z,40.5720252,-111.7247392,2063.193,5.77,-6.54,2.88,0.692,1.059,0.21,311.42077,0.02286,,13
2019-07-17T16:01:36.400Z,40.5720352,-111.7247544,2062.554,5.22,-6.59,3.08,0.691,1.060,0.22,308.38307,0.02457,,13
2019-07-17T16:01:36.600Z,40.5720444,-111.7247697,2061.809,4.90,-6.54,3.64,0.691,1.061,0.23,306.84185,0.02571,,13
2019-07-17T16:01:36.800Z,40.5720528,-111.7247853,2061.029,4.41,-6.82,4.02,0.692,1.062,0.24,302.88782,0.02648,,13
2019-07-17T16:01:37.000Z,40.5720603,-111.7248018,2060.197,3.98,-7.10,4.25,0.698,1.070,0.47,299.27339,0.05119,,13
2019-07-17T16:01:37.200Z,40.5720670,-111.7248188,2059.350,3.48,-7.28,4.35,0.711,1.079,0.47,295.54882,0.05127,,13
2019-07-17T16:01:37.400Z,40.5720729,-111.7248362,2058.424,3.03,-7.42,4.45,0.720,1.082,0.25,292.21293,0.02727,,12
2019-07-17T16:01:37.600Z,40.5720782,-111.7248538,2057.526,2.84,-7.47,4.40,0.721,1.086,0.26,290.81617,0.02850,,12
2019-07-17T16:01:37.800Z,40.5720831,-111.7248713,2056.640,2.55,-7.61,4.41,0.721,1.088,0.24,288.52525,0.02621,,13
2019-07-17T16:01:38.000Z,40.5720875,-111.7248894,2055.685,2.30,-7.90,4.59,0.721,1.090,0.24,286.23235,0.02547,,13
2019-07-17T16:01:38.200Z,40.5720914,-111.7249078,2054.741,2.03,-7.89,4.67,0.720,1.091,0.24,284.42856,0.02556,,13
2019-07-17T16:01:38.400Z,40.5720950,-111.7249265,2053.765,1.83,-8.11,4.77,0.721,1.095,0.25,282.71568,0.02608,,13
2019-07-17T16:01:38.600Z,40.5720981,-111.7249456,2052.781,1.59,-8.18,4.74,0.721,1.096,0.26,280.99979,0.02712,,13
2019-07-17T16:01:38.800Z,40.5721008,-111.7249649,2051.821,1.35,-8.34,4.68,0.722,1.100,0.28,279.19474,0.02899,,13
2019-07-17T16:01:39.000Z,40.5721030,-111.7249843,2050.869,1.02,-8.22,4.93,0.725,1.103,0.28,277.07354,0.02905,,13
2019-07-17T16:01:39.200Z,40.5721047,-111.7250035,2049.863,0.90,-8.15,5.08,0.727,1.106,0.29,276.30161,0.03007,,13
2019-07-17T16:01:39.400Z,40.5721061,-111.7250227,2048.842,0.63,-8.09,4.92,0.729,1.107,0.28,274.45286,0.02951,,13
2019-07-17T16:01:39.600Z,40.5721071,-111.7250418,2047.871,0.48,-8.12,4.79,0.731,1.107,0.27,273.38301,0.02860,,13
2019-07-17T16:01:39.800Z,40.5721079,-111.7250609,2046.919,0.40,-8.15,4.57,0.729,1.103,0.23,272.80981,0.02459,,13
2019-07-17T16:01:40.000Z,40.5721086,-111.7250800,2046.080,0.35,-8.14,4.14,0.728,1.100,0.23,272.46206,0.02517,,13
2019-07-17T16:01:40.200Z,40.5721094,-111.7250987,2045.282,0.51,-7.81,3.80,0.729,1.102,0.26,273.73616,0.02988,,13
2019-07-17T16:01:40.400Z,40.5721106,-111.7251167,2044.527,0.84,-7.48,3.48,0.729,1.103,0.25,276.40744,0.03015,,13
2019-07-17T16:01:40.600Z,40.5721123,-111.7251346,2043.772,1.01,-7.70,3.65,0.729,1.105,0.23,277.47276,0.02680,,13
2019-07-17T16:01:40.800Z,40.5721143,-111.7251526,2042.977,1.20,-7.54,3.73,0.730,1.110,0.25,279.04285,0.02942,,13
2019-07-17T16:01:41.000Z,40.5721165,-111.7251700,2042.194,1.22,-7.29,3.85,0.731,1.115,0.27,279.50055,0.03240,,13
2019-07-17T16:01:41.200Z,40.5721189,-111.7251871,2041.436,1.55,-7.30,3.83,0.734,1.121,0.30,281.98751,0.03576,,13
2019-07-17T16:01:41.400Z,40.5721216,-111.7252042,2040.691,1.39,-7.22,3.62,0.738,1.128,0.31,280.89730,0.03783,,13
2019-07-17T16:01:41.600Z,40.5721239,-111.7252211,2039.982,1.28,-7.16,3.59,0.741,1.135,0.30,280.13575,0.03699,,13
2019-07-17T16:01:41.800Z,40.5721258,-111.7252376,2039.297,0.82,-6.95,3.45,0.743,1.138,0.28,276.72897,0.03589,,13
2019-07-17T16:01:42.000Z,40.5721268,-111.7252536,2038.579,0.22,-6.61,3.55,0.744,1.140,0.27,271.90627,0.03597,,13
2019-07-17T16:01:42.200Z,40.5721269,-111.7252691,2037.833,-0.18,-6.59,3.76,0.745,1.140,0.27,268.43541,0.03558,,13
