time,lat,lon,hMSL,velN,velE,velD,hAcc,vAcc,sAcc,heading,cAcc,gpsFix,numSV
,(deg),(deg),(m),(m/s),(m/s),(m/s),(m),(m),(m/s),(deg),(deg),,
2022-04-30T17:32:03.000Z,40.4379943,-111.7232508,1671.332,-2.06,-3.47,2.25,0.972,1.274,0.26,239.30409,0.05627,,14
2022-04-30T17:32:03.200Z,40.4379909,-111.7232587,1670.957,-1.95,-3.35,1.87,0.972,1.275,0.25,239.79676,0.05809,,15
2022-04-30T17:32:03.400Z,40.4379877,-111.7232661,1670.618,-1.66,-2.98,1.66,0.973,1.276,0.26,240.88014,0.06854,,15
2022-04-30T17:32:03.600Z,40.4379850,-111.7232727,1670.263,-1.30,-2.63,1.74,0.975,1.277,0.26,243.69697,0.07623,,15
2022-04-30T17:32:03.800Z,40.4379827,-111.7232787,1669.963,-1.36,-2.53,1.71,0.977,1.280,0.26,241.73977,0.07778,,15
2022-04-30T17:32:04.000Z,40.4379808,-111.7232844,1669.661,-0.83,-2.31,1.72,0.980,1.284,0.25,250.23626,0.08341,,15
2022-04-30T17:32:04.200Z,40.4379790,-111.7232898,1669.345,-1.34,-2.23,1.96,0.983,1.288,0.26,238.99847,0.07982,,15
2022-04-30T17:32:04.400Z,40.4379766,-111.7232948,1668.937,-1.39,-2.02,2.14,0.985,1.294,0.28,235.46741,0.08603,,15
2022-04-30T17:32:04.600Z,40.4379740,-111.7232992,1668.483,-1.49,-1.82,2.36,0.987,1.298,0.29,230.69345,0.08704,,15
2022-04-30T17:32:04.800Z,40.4379714,-111.7233034,1668.009,-1.51,-1.76,2.53,0.988,1.299,0.28,229.37191,0.08159,,15
2022-04-30T17:32:05.000Z,40.4379692,-111.7233074,1667.522,-1.27,-1.66,2.65,0.989,1.303,0.28,232.58183,0.08296,,15
2022-04-30T17:32:05.200Z,40.4379669,-111.7233110,1666.922,-1.29,-1.56,3.02,0.991,1.306,0.29,230.41187,0.07977,,15
2022-04-30T17:32:05.400Z,40.4379645,-111.7233148,1666.259,-1.21,-1.62,3.22,0.994,1.309,0.29,233.24345,0.07627,,15
2022-04-30T17:32:05.600Z,40.4379621,-111.7233188,1665.611,-1.47,-1.84,3.15,0.998,1.312,0.28,231.37819,0.07119,,15
2022-04-30T17:32:05.800Z,40.4379593,-111.7233232,1664.979,-1.69,-1.87,3.46,1.003,1.314,0.29,227.89451,0.06775,,15
2022-04-30T17:32:06.000Z,40.4379562,-111.7233278,1664.315,-2.00,-2.20,3.49,1.007,1.316,0.28,227.72631,0.06107,,13
2022-04-30T17:32:06.200Z,40.4379526,-111.7233330,1663.637,-2.04,-2.26,3.51,1.012,1.318,0.28,227.92886,0.06026,,14
2022-04-30T17:32:06.400Z,40.4379487,-111.7233382,1662.866,-2.10,-2.23,3.74,1.017,1.320,0.28,226.71968,0.05792,,14
2022-04-30T17:32:06.600Z,40.4379448,-111.7233433,1662.008,-2.10,-2.15,4.18,1.023,1.322,0.29,225.67404,0.05633,,14
2022-04-30T17:32:06.800Z,40.4379410,-111.7233485,1661.202,-2.23,-2.34,4.35,1.029,1.326,0.29,226.37884,0.05351,,14
2022-04-30T17:32:07.000Z,40.4379370,-111.7233542,1660.310,-2.32,-2.60,4.49,1.037,1.326,0.29,228.25722,0.05102,,14
2022-04-30T17:32:07.200Z,40.4379326,-111.7233607,1659.345,-2.46,-2.96,4.98,1.054,1.339,0.43,230.27067,0.06832,,14
2022-04-30T17:32:07.400Z,40.4379290,-111.7233682,1658.343,-1.89,-3.33,5.37,1.094,1.357,0.46,240.42216,0.06975,,14
2022-04-30T17:32:07.600Z,40.4379242,-111.7233753,1657.138,-2.83,-3.12,5.87,1.131,1.368,0.34,227.79036,0.04706,,14
2022-04-30T17:32:07.800Z,40.4379190,-111.7233829,1655.885,-2.78,-3.28,6.38,1.153,1.375,0.34,229.71669,0.04419,,14
2022-04-30T17:32:08.000Z,40.4379142,-111.7233910,1654.650,-2.87,-3.67,6.71,1.170,1.382,0.34,231.97401,0.04162,,14
2022-04-30T17:32:08.200Z,40.4379085,-111.7233990,1653.236,-3.19,-3.61,7.12,1.184,1.387,0.33,228.53437,0.03839,,14
2022-04-30T17:32:08.400Z,40.4379031,-111.7234080,1651.845,-3.01,-4.06,7.29,1.198,1.392,0.32,233.44753,0.03607,,14
2022-04-30T17:32:08.600Z,40.4378971,-111.7234180,1650.357,-3.53,-4.49,7.49,1.212,1.397,0.32,231.82587,0.03397,,14
2022-04-30T17:32:08.800Z,40.4378907,-111.7234290,1648.827,-3.51,-4.75,7.51,1.228,1.405,0.32,233.53755,0.03349,,13
2022-04-30T17:32:09.000Z,40.4378838,-111.7234412,1647.294,-3.95,-5.40,7.30,1.244,1.411,0.32,233.81522,0.03232,,11
2022-04-30T17:32:09.200Z,40.4378766,-111.7234554,1645.813,-4.03,-6.37,7.14,1.261,1.418,0.32,237.68038,0.03082,,13
2022-04-30T17:32:09.400Z,40.4378691,-111.7234706,1644.405,-4.36,-6.46,7.01,1.279,1.429,0.33,235.98370,0.03148,,13
2022-04-30T17:32:09.600Z,40.4378608,-111.7234856,1643.000,-4.74,-6.55,7.04,1.300,1.438,0.33,234.10809,0.03078,,13
2022-04-30T17:32:09.800Z,40.4378523,-111.7235019,1641.678,-4.88,-7.28,6.40,1.322,1.450,0.35,236.16488,0.03225,,13
2022-04-30T17:32:10.000Z,40.4378435,-111.7235194,1640.381,-4.80,-7.28,6.09,1.350,1.466,0.35,236.60151,0.03291,,13
2022-04-30T17:32:10.200Z,40.4378362,-111.7235372,1639.336,-4.05,-7.45,5.24,1.393,1.483,0.39,241.47043,0.03912,,13
2022-04-30T17:32:10.400Z,40.4378286,-111.7235543,1638.412,-4.31,-7.00,4.35,1.447,1.502,0.40,238.37880,0.04301,,13
2022-04-30T17:32:10.600Z,40.4378211,-111.7235713,1637.594,-4.28,-7.19,3.68,1.506,1.523,0.42,239.23588,0.04595,,13
2022-04-30T17:32:10.800Z,40.4378130,-111.7235881,1636.830,-4.60,-7.06,3.23,1.561,1.545,0.47,236.91342,0.05208,,13
2022-04-30T17:32:11.000Z,40.4378045,-111.7236028,1636.222,-4.57,-5.51,1.60,1.615,1.568,0.39,230.32765,0.05317,,13
2022-04-30T17:32:11.200Z,40.4377991,-111.7236145,1636.131,-2.52,-3.64,-0.43,1.659,1.586,0.43,235.30485,0.09667,,13
2022-04-30T17:32:11.400Z,40.4377959,-111.7236202,1635.977,-1.10,-1.58,0.61,1.695,1.605,0.37,235.15427,0.18321,,14
2022-04-30T17:32:11.600Z,40.4377940,-111.7236224,1635.750,-0.92,-0.48,0.75,1.730,1.629,0.49,207.55281,0.38271,,13
2022-04-30T17:32:11.800Z,40.4377927,-111.7236232,1635.480,-0.50,-0.07,1.11,1.762,1.655,0.62,187.96961,0.50844,,13
2022-04-30T17:32:12.000Z,40.4377923,-111.7236231,1635.174,-0.24,0.35,0.82,1.788,1.680,0.74,124.43899,0.80146,,11
2022-04-30T17:32:12.200Z,40.4377914,-111.7236219,1635.263,-0.64,0.38,-0.38,1.807,1.704,0.88,149.30028,1.05301,,12
2022-04-30T17:32:12.400Z,40.4377910,-111.7236206,1635.265,-0.09,0.83,-0.42,1.823,1.729,0.68,96.18862,0.72762,,12
2022-04-30T17:32:12.600Z,40.4377904,-111.7236202,1635.349,-0.23,-0.32,0.41,1.840,1.753,0.52,234.29331,0.91439,,12
2022-04-30T17:32:12.800Z,40.4377902,-111.7236206,1635.281,0.14,0.03,0.42,1.856,1.777,0.55,12.09476,1.23948,,11
2022-04-30T17:32:13.000Z,40.4377904,-111.7236205,1635.150,0.09,0.23,0.39,1.873,1.806,0.61,68.62938,1.32141,,11
2022-04-30T17:32:13.200Z,40.4377905,-111.7236199,1635.045,0.02,0.08,0.23,1.889,1.828,0.56,75.96376,2.29193,,11
2022-04-30T17:32:13.400Z,40.4377906,-111.7236197,1634.923,0.17,-0.02,0.32,1.904,1.847,0.54,353.29016,1.48799,,10
2022-04-30T17:32:13.600Z,40.4377908,-111.7236190,1634.545,0.15,0.08,0.28,1.906,1.839,0.43,28.07249,1.31271,,10
2022-04-30T17:32:13.800Z,40.4377907,-111.7236193,1634.432,0.10,0.06,-0.06,1.906,1.835,0.41,30.96376,3.12622,,11
2022-04-30T17:32:14.000Z,40.4377913,-111.7236205,1634.398,0.68,-0.41,0.23,1.912,1.858,0.66,328.91249,0.79837,,11
2022-04-30T17:32:14.200Z,40.4377923,-111.7236224,1634.220,0.40,-0.60,0.07,1.919,1.876,0.67,303.69007,0.92478,,11
2022-04-30T17:32:14.400Z,40.4377923,-111.7236239,1634.360,0.03,-0.22,-0.60,1.923,1.891,0.54,277.76517,0.84406,,11
2022-04-30T17:32:14.600Z,40.4377926,-111.7236247,1634.392,0.40,0.06,-0.69,1.921,1.888,0.37,8.53077,0.46261,,11
2022-04-30T17:32:14.800Z,40.4377931,-111.7236244,1634.650,0.52,0.30,-1.35,1.919,1.886,0.37,29.98164,0.25043,,11
2022-04-30T17:32:15.000Z,40.4377951,-111.7236245,1634.955,1.30,0.25,-0.97,1.924,1.890,0.52,10.88553,0.31685,,10
2022-04-30T17:32:15.200Z,40.4377974,-111.7236247,1635.129,1.25,0.00,-0.39,1.941,1.893,0.90,0.00000,0.68732,,11
